Type,Name,Size,Shape,Data Type,Exception,Comment,AcqStamp
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE43.CH03,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE43.CH03/Acquisition,11members,,,False,b'Structure input power',1541962119047232600
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE43.CH04,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE43.CH04/Acquisition,11members,,,False,b'Structure reflected power',1541962119047232600
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE43.CH05,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE43.CH05/Acquisition,11members,,,False,b'Gun input power',1541962119047232600
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE43.CH06,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE43.CH06/Acquisition,11members,,,False,b'Gun reflected power',1541962119047232600
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,252,"(1, 252)",int16,,,
DATASET,AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE43.CH07,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE43.CH07/Acquisition,11members,,,False,b'Structure output power',1541962119047232600
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE43.CH08,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE43.CH08/Acquisition,11members,,,False,b'Gun loop signal',1541962119047232600
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,252,"(1, 252)",int16,,,
DATASET,AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE45.CH01,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE45.CH01/Acquisition,11members,,,False,b'Gun phase',1541962119055276475
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE45.CH02,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE45.CH02/Acquisition,11members,,,False,b'Structure phase',1541962119055276475
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE45.CH03,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE45.CH03/Acquisition,11members,,,False,b'Klystron phase',1541962119055276475
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE45.CH04,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE45.CH04/Acquisition,11members,,,False,b'Klystron pre diver',1541962119055276475
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/Sps2AwakeSynchro,1members,,,,,
GROUP,AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs,1members,,,,,
DATASET,AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,1,"(1,)",float64,False,b'SPS Laser delay',1541961884206000000
GROUP,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1,1members,,,,,
GROUP,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,9members,,,False,b'Fast scope ch1',1541784162641449000
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,1,"(1,)",int32,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,5000,"(5000,)",float64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue,5000,"(5000,)",float64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName,1,"(1,)",bytes232,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerName,100,"(100,)",bytes136,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue,100,"(100,)",bytes128,,,
GROUP,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2,1members,,,,,
GROUP,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,9members,,,False,b'Fast scope ch2',1541756577678292000
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead,1,"(1,)",int32,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis,5000,"(5000,)",float64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue,5000,"(5000,)",float64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName,1,"(1,)",bytes232,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName,100,"(100,)",bytes136,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue,100,"(100,)",bytes128,,,
GROUP,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3,1members,,,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead,1,(),bytes1328,True,b'Fast scope ch3',0
GROUP,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4,1members,,,,,
GROUP,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,9members,,,False,b'Fast scope ch4',1537809336564703000
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/channelRead,1,"(1,)",int32,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis,2000,"(2000,)",float64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue,2000,"(2000,)",float64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName,1,"(1,)",bytes232,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName,100,"(100,)",bytes136,,,
DATASET,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,100,"(100,)",bytes128,,,
GROUP,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR,1members,,,,,
GROUP,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,9members,,,False,b'Laser pulse length',1541962114768504000
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,768,"(768,)",float64,,,
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,768,"(768,)",float64,,,
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,442368,"(768, 576)",int16,,,
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,1,"(1,)",bytes136,,,
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude,768,"(768,)",float64,,,
DATASET,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth,1,"(1,)",float64,,,
GROUP,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER,2members,,,,,
GROUP,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue,100,"(100,)",bytes360,False,b'Photomixer virtual variables',1539167113064837000
GROUP,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,100,"(100,)",float64,False,b'Photomixer virtual variables',1539167113067052000
GROUP,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS,2members,,,,,
GROUP,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,100,"(100,)",bytes152,False,b'CTR waveguide heterodyne mixer',1537256331023949000
GROUP,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,100,"(100,)",float64,False,b'CTR waveguide heterodyne mixer',1541784162914666000
GROUP,AwakeEventData/TSG41.AWAKE-CTRHET-VDI,1members,,,,,
GROUP,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,7members,,,False,b'CTR VDI',1541784042844449000
DATASET,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,1,"(1,)",bytes336,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,1,"(1,)",float64,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,1,"(1,)",int64,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,1,"(1,)",bytes32,,,
GROUP,AwakeEventData/TSG41.AWAKE-CTRHET-WR8,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead,1,(),bytes1328,True,b'CTR WR8',0
GROUP,AwakeEventData/TSG41.AWAKE-DENSITY-DATA,2members,,,,,
GROUP,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,100,"(100,)",bytes144,False,b'Rb density data',1537256330540032000
GROUP,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,100,"(100,)",float64,False,b'Rb density data',1541769471977674000
GROUP,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT,2members,,,,,
GROUP,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue,100,"(100,)",bytes160,False,b'Camera Info',1537256330490695000
GROUP,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,100,"(100,)",float64,False,b'Camera Info',1541961674886222000
GROUP,AwakeEventData/TSG41.AWAKE-LASER-DATA,2members,,,,,
GROUP,AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue,100,"(100,)",bytes440,False,b'Laser data variable names',1541962116776534000
GROUP,AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,100,"(100,)",float64,False,b'Laser data values',1541962116778040000
GROUP,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS,2members,,,,,
GROUP,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue,100,"(100,)",bytes152,False,b'Princess Marlenes Calculation',1537256330970352000
GROUP,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,100,"(100,)",float64,False,b'Princess Marlenes Calculation',1537256331008120000
GROUP,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ,2members,,,,,
GROUP,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,100,"(100,)",bytes128,False,b'King Karls Calculation',1537256330474888000
GROUP,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition,1members,,,,,
DATASET,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,100,"(100,)",float64,False,b'King Karls Calculation',1537256330584830000
GROUP,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN,1members,,,,,
GROUP,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,10members,,,False,b'Downstream Rb spectrometer',1541437700701702000
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis,3648,"(3648,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue,3648,"(3648,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,1,"(1,)",bytes352,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName,11,"(11,)",bytes256,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,11,"(11,)",bytes224,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,1,"(1,)",int32,,,
GROUP,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP,1members,,,,,
GROUP,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,10members,,,False,b'Upstream Rb spectrometer',1541437696291268000
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,3648,"(3648,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,3648,"(3648,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,1,"(1,)",int32,,,
